NO_MUNICIPIO;Extrativa Mineral;Prod. Mineral Não Metálico;Indústria Metalúrgica;Indústria Mecânica;Elétrico e Comunic;Material de Transporte;Madeira e Mobiliário;Papel e Gráf;Borracha. Fumo. Couros;Indústria Química;Indústria Têxtil;Indústria Calçados;Alimentos e Bebidas;Serviço Utilidade Pública;Construção Civil;Comércio Varejista;Comércio Atacadista;Instituição Financeira;Adm Técnica Profissional;Transporte e Comunicações;Aloj Comunic;Médicos Odontológicos Vet;Ensino;Administração Pública;Agricultura;Outros. ignorados;Total
MA-SANTO ANTONIO DOS LOPES;14909.1935204112;0;1516.0620000001;0;0;0;0;0;0;0;0;0;0;11306.3339499989;9828.5140909084;1549.7715044247;0;21390.228999988;1951.4524999999;1077.5292857144;1555.9295454546;1342.9715;1238.9364999999;0;1377.2833333335;0;9199.2246125797
MA-SAO BENEDITO DO RIO PRETO;0;0;0;0;0;0;0;0;0;0;0;0;1215.3683333332;0;0;1223.725338983;0;5338.1124999989;1141.2216666664;7525.3499999978;1247.7725;0;0;2272.6454976303;1644.5374999997;0;2169.7034573003
MA-SAO BENTO;0;0;0;0;0;0;0;1156.1600000001;0;0;1212;0;0;0;0;1403.483983573;1352.7555555559;27007.6455555614;4526.3122222222;2552.1412499996;1823.5627777777;1338.1806666668;1006.5022222223;3717.0189158016;0;0;3070.9094148587
MA-SAO BERNARDO;0;1277.7954216867;0;0;0;0;0;0;0;0;0;0;0;1989.25;1858.7049999997;1575.6122222222;1751.855280899;12618.0816666689;1585.0302325582;2317.6475;1208.6338888889;1439.9972727271;944.1450000005;1890.8389447235;1282.9800000005;0;1865.8905471698
MA-SAO DOMINGOS DO AZEITAO;0;0;0;0;0;0;0;0;0;0;0;0;1220.6452941176;0;73.5;1641.8232417581;3359.6481818179;0;1377.9360000003;1960.3471428568;1547.5307142857;1611.4299999997;0;2310.9682531195;1762.345319149;0;2036.1938075314
MA-SAO DOMINGOS DO MARANHAO;0;0;0;0;0;0;0;0;0;0;1245.6699999999;0;643.671904762;2892.0199999996;1522.4896000001;1091.1564968154;1491.7713768117;5096.4368181808;1770.9199999998;1872.0988235293;923.5427272726;2057.5802531646;1281.5479999996;2182.7035633483;1450.8015384616;0;1871.5851065246
MA-SAO FELIX DE BALSAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1322.1000000001;1436.9654545454;0;0;981.3972727271;1920.702142857;0;0;0;1870.674099099;3038.0570634919;0;2047.0655854429
MA-SAO FRANCISCO DO BREJAO;0;0;0;0;0;0;0;0;0;0;0;0;1355.3419148937;0;0;3457.382195122;0;4394.1479999993;1555.183;6328.3042857141;1405.9199999999;1360.0199999996;0;2884.3128358207;1422.0443298968;0;2542.1300546447
MA-SAO FRANCISCO DO MARANHAO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1196.8499999996;1620.3009090907;1900;17728.110000005;1322.6366666667;2031.634285714;1244.2374999998;0;0;2714.6222656251;1355.7149999999;0;2680.2426523298
MA-SAO JOAO BATISTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1392.0265714289;0;5351.4579999998;0;2500.232;1433.8200000003;0;0;2602.162192164;0;0;2535.0515916953
MA-SAO JOAO DO CARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1422.0538095238;0;41771.8666666771;994;4238.9200000018;1244.9950000001;2341.5799999982;0;3155.8731469979;1053.9387500001;0;3120.8385892858
MA-SAO JOAO DO PARAISO;0;0;0;0;0;0;0;0;0;0;0;0;0;2498.0049999999;0;1334.2355128204;1897.8574999999;37037.7000000086;1601.5299999996;0;1328.6450000002;1215.366;0;2928.3466458659;1582.1085294118;0;2788.2207047389
MA-SAO JOAO DO SOTER;0;0;0;0;0;0;0;0;0;0;0;0;0;1779.1822222223;0;1309.5879166667;1110.9999999995;0;0;3265.7100000009;1252.1699999993;0;0;2354.3803288673;1635.9673809525;0;2281.9776607539
MA-SAO JOAO DOS PATOS;1893.9500000002;1135.0712;759.4900000002;0;0;0;1249.0299999993;1196.1949999998;0;0;0;0;1437.1878431371;5993.9688235289;981.5291935483;1570.4995602294;1394.7110526315;8840.5120987645;1353.8927868852;1545.7656321838;1628.2121656051;1382.1656000001;1214.9458333333;2887.968256983;1439.1701587302;0;2413.9332384647
MA-SAO JOSE DE RIBAMAR;1952.6533333336;1541.8403448275;1495.1802272727;1231.37625;1815.2127999996;1602.0266666667;1643.7243269232;1833.8491935483;1557.6564705882;1059.9735632184;1297.8449999999;0;1519.6201436782;3952.4028061225;4434.9094967979;2122.0841434418;1996.5325742575;19866.2560869562;1489.4531325301;1826.6033313817;1661.1428507127;1542.3130425963;1578.5595404814;4048.0170245139;898.9071794872;1473.1200000003;2579.3213839702
MA-SAO JOSE DOS BASILIOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1356.8405882352;1402.0184615383;0;0;1306.1150000002;3398.2199999988;1249.2799999993;2482.1757142856;0;3352.2317449661;1381.7124999999;0;2737.2723735406
MA-SAO LUIS;14263.683061225;2517.2458865248;4083.7325685279;2111.6185135135;1892.8375961538;1774.6740086206;1651.3800328948;1597.3354605993;1809.9548414986;3637.617719486;1459.9288217523;1519.2147058828;2067.1103175907;11375.3025246686;2855.2207302849;2231.9195035674;3628.1774985714;15585.1533938348;2046.2815154842;4031.0746657262;3365.9227810595;2845.1385134118;4758.7339927899;5313.200089787;2231.4082536382;10203.4214285713;3740.2415851019
MA-SAO LUIS GONZAGA DO MARANHAO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1271.0970833333;1660.9505479452;0;6778.8149999995;1202.1850000001;3709.1599999983;1539.8357142853;622.835;0;0;1424.268375;0;1617.6736224489
MA-SAO MATEUS DO MARANHAO;0;1447.2637142857;0;0;0;0;0;0;1212;0;1212;0;0;3259.1050000005;1392.6303999997;1701.8666019417;2315.2174999991;11350.2963636343;1723.2065811967;2157.2953846153;1751.9900000002;3013.3053131751;1076.4670833333;3030.5652836881;1518.8408695651;0;2622.8648274479
MA-SAO PEDRO DA AGUA BRANCA;0;1475.497142857;1212;0;0;0;0;0;0;0;0;0;1326.4807692306;0;1091.9209090907;1478.7621138211;0;1920.7450000001;1460.9283333334;1707;1245.6699999999;1296.1675;0;3314.4643015522;1152.6642857143;0;2678.3652662722
MA-SAO PEDRO DOS CRENTES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1206.0421428573;1421.7749090908;1966.0000000009;0;1094.2474999998;1955.7424999997;1836.0033333333;0;0;2477.2219285715;2229.5926027395;0;2226.6094988611
MA-SAO RAIMUNDO DAS MANGABEIRAS;0;1605.312903226;0;0;0;0;0;0;0;3104.1172841052;0;0;1435.6700000002;0;1547.5778217821;1516.7945701357;1596.4091999999;13408.2591666641;837.8145901639;3964.634545456;1874.1168421053;1486.2720000003;1394.0374074073;2082.6992408621;2315.2719047619;0;2267.3930634117
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502.1085714288;0;0;0;3627.8200000003;0;0;0;2275.1769293479;2509.0499999998;0;2269.4794010417
MA-SAO ROBERTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1234.4466666666;1759.7666666663;0;0;0;0;0;0;0;2158.4976152305;1501.1600000002;0;2140.0758317026
MA-SAO VICENTE FERRER;0;1230.3650000002;0;0;0;0;0;0;0;0;0;0;0;0;1114.6666666667;1214.0946315791;0;11666.0489999967;1228.8300000001;2391.2988888888;1022.0633333332;1212;0;2069.014601128;0;0;2061.1553052325
MA-SATUBINHA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1509.4659999998;0;0;1234.4399999995;2304.1849999987;1212;0;0;1912.1416355139;1210.6533333336;0;1897.0293258426
MA-SENADOR ALEXANDRE COSTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1340.8723809523;0;0;1356;1180.5875000004;1249.0299999993;1207.9600000009;0;2444.6120728293;1852.2840425529;0;2254.9271208792
MA-SENADOR LA ROCQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1136.4299999997;2499.6164150947;0;6532.4683333344;1294.8185185184;4230.1466666659;1536.5049999999;0;1537.7676470585;2514.4624878834;1514.8551538461;0;2342.8465570174
MA-SERRANO DO MARANHAO;0;1079.5871428571;0;0;0;0;0;0;0;0;0;0;0;0;0;1471.5966666666;0;0;0;1726.6939999998;0;0;0;3560.5510721651;0;0;3470.9530039527
MA-SITIO NOVO;0;486.8393103448;0;0;0;0;0;0;0;0;0;0;0;0;0;1982.4722448979;0;3017.5428;1232.2829411765;1576.9651219514;942.0724999998;1212;0;2760.8246975089;894.8494285714;0;2500.5661573651
MA-SUCUPIRA DO NORTE;0;0;0;0;0;0;0;0;0;0;0;0;1272.0399999991;0;1248.9299999997;1371.2069135802;1212;0;1455.0549999997;12482.4749999936;1215.3699999992;0;0;3474.8908816706;2711.1890434782;0;3092.4502180685
MA-SUCUPIRA DO RIACHAO;0;0;0;0;0;0;0;0;0;0;0;0;1166.6483333331;0;0;1540.5129166668;0;0;1252.4000000004;0;1230.4600000009;0;0;3419.5314619882;1132.5171428573;0;3043.4407619047
MA-TASSO FRAGOSO;0;0;0;1348.9533333331;0;0;0;0;0;0;0;0;1712;1753.8640000001;1552.2691666666;1355.9063963964;5765.0076190481;26025.6800000059;630.7982352941;1864.4821153846;1197.11;1557.6900000001;0;3132.9212499999;3650.2617831668;0;3346.2601564537
MA-TIMBIRAS;0;0;0;0;0;0;0;0;0;0;0;0;1189.8921428573;0;0;1529.5738805969;1533.1876470586;6870.0799999997;1170.8470000001;1725.4446153844;1181.1286666668;1590.1644444446;0;2234.4994633583;1354.4268292683;0;2125.2615578133
MA-TIMON;1471.3420000002;1582.7566435185;1314.4290384615;1114.3427272729;0;1241.8433333331;1344.6609999999;1367.9477777777;1632.7127777775;1504.1671428573;1263.4781475903;0;2561.4510515248;2795.0123529411;1784.3344160584;1937.508031339;1889.2533990611;21255.8176829286;2009.5184752476;1830.9512635379;1544.2373809523;977.4049753695;1620.3437333333;3217.2202737582;1298.9963398692;0;2302.0145939894
MA-TRIZIDELA DO VALE;6771.7403448273;1376.9966666666;1255.9535714284;0;0;0;2711.1099999994;0;0;1650.521860465;1245.6699999999;0;1094.9811764706;0;1417.7873529412;1398.3236434108;1770.364945055;5270.8900000002;761.615185185;1706.2042857138;1368.873653846;1201.9000000004;1467.9103571428;3586.3168658893;1523.7738461539;0;2680.2739064649
MA-TUFILANDIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1566.5049999999;0;0;0;3600.620000001;0;0;0;2286.8234279476;1366.0163636363;0;2274.1782994653
MA-TUNTUM;0;1288.0026666666;0;0;0;0;1075.3835000001;0;0;1984.444347826;0;0;0;0;1114.2599999998;1444.3025193799;1346.2066666666;15572.3033333345;1208.4459090908;1779.5936842105;1303.396329114;1657.1654385966;1178.7836363637;3028.6589062501;5215.8628688522;0;2776.1804303798
MA-TURIACU;0;0;0;0;0;0;0;0;0;0;0;0;1565.2825000002;0;1282.7899999997;1467.349318182;0;26931.4579999939;1036.8440000001;2127.8476923074;1347.5606250002;1205.4800000005;0;3013.4100786783;657.0599999999;0;2933.80864395
MA-TURILANDIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1649.8773076925;0;0;0;2631.8366666661;808;1454.4000000004;606;2330.1478472223;1802.88;0;2286.9982847897
MA-TUTOIA;2403.9662499996;0;1089.1166666665;0;0;0;606;1252.1366666667;0;2293.9788235294;0;0;1629.0897058823;4557.5860000007;1172.5328571429;1594.4575031211;1754.7349019609;16454.8334482744;1259.952;1935.7814285714;2523.9790399997;1214.7623529412;1395.1968000002;3098.6583912818;0;0;2623.3401784147
MA-URBANO SANTOS;0;0;0;0;0;0;0;0;0;0;0;0;1236.6804411762;3792.1349999998;1828.1066666667;1565.5456280192;1573.8792307693;11531.3514285716;1335.8133333334;2436.2120535714;971.1499999998;1343.9206250001;1116.9474999998;2385.4625142531;1208.3232716049;0;2084.8378152753
MA-VARGEM GRANDE;0;1354.4558208957;0;0;0;0;0;0;0;1861.3310526316;0;0;1472.0127205882;0;403.9199999999;1689.1511624204;1979.7600000002;13145.8933333351;1116.42375;2722.3377777781;1195.4510810811;1220.2390909091;876.8533333335;3154.5567892976;1742.0184000001;0;2621.6389455428
MA-VIANA;0;0;0;1263.0899999999;0;0;0;1404.1400000006;0;0;0;0;1251.9900000002;4176.6960000008;801.6063636364;1515.2007823962;1318.4188888891;21796.5953846179;1402.1360784313;1678.5887234043;1563.4016883118;1296.0882352943;1275.3946153846;3190.6964635854;1300.5774999999;0;2758.5818894551
MA-VILA NOVA DOS MARTIRIOS;0;1273.5782142857;0;1700.5010000002;0;0;0;0;0;0;0;0;1608.9975000001;0;0;1552.2105084745;0;37729.4240000106;1385.3193288591;986.0893333334;1816.8562500002;1455.3100000005;0;3356.1277433627;2815.6455319148;0;2761.7242762186
MA-VITORIA DO MEARIM;0;0;1963.4399999995;0;0;0;0;1212;0;0;0;0;1227.1500000004;0;1254.1057894733;1324.8486430678;1251.7416666665;16528.8310526268;1073.1345;3154.1537500001;919.9894444444;1180.5933333334;1263.8783333332;3094.2550766283;1392.7659999999;0;2652.3842238712
MA-VITORINO FREIRE;0;1207.4766666666;0;0;0;0;0;0;0;0;1840.4450000003;0;1225.034;2515.4600000009;1554.60375;1584.6760614525;1834.6799999997;47854.1100000056;1235.4779999999;1079.7566666666;1254.4763999999;1440.2646666667;1750.7175;2769.1262146894;1245.659879518;0;2627.699653795
MA-ZE DOCA;0;1371.7117391304;0;1337.3333333333;0;0;0;0;0;0;0;0;1428.1789473682;4252.3050000016;1307.7026086956;1924.6107272727;1621.954285714;23207.7260416628;1399.1513559321;2997.4005555562;1345.1324999999;1358.3559090908;2137.7928125;2400.7884761564;1157.8430769229;0;2484.9358263027
PI-ACAUA;0;1567.3991666666;0;0;0;0;0;0;0;0;0;0;0;0;0;1557.2544999999;0;0;1551;2328.7545454544;2202.2276923078;0;0;2478.1536144577;1239.1500000004;0;2328.7109999999
PI-AGRICOLANDIA;0;0;0;0;0;0;0;0;0;0;0;0;0;12607.1300000027;606;1459.4673076924;1098.4575;0;1041.6485714284;1664.1899999995;1336.2599999998;0;1747.9325000001;2660.5125641023;1245.6699999999;0;2326.649217877
PI-AGUA BRANCA;0;1013.6666666663;955.2375000003;1212;0;0;1217.4523684209;0;2003.6553124999;0;0;0;1279.7825000001;8329.3657142861;1371.4440000002;1328.3851609058;1343.3724999999;28668.2142857164;1258.8266666665;2211.0706896551;1330.5537837838;1337.6304545455;1074.992264151;2537.0897831325;1461.134;0;2131.3501458671
PI-ALAGOINHA DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5879.1099999985;1395.3738461537;0;0;1256.6533333336;0;373.5249999998;1494.2799999993;0;2583.4361363637;0;0;2406.1170750988
PI-ALEGRETE DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4907.3200000003;1900.8261538459;0;0;0;4389.709999999;789.1699999999;0;0;2347.645229358;0;0;2324.7818987343
PI-ALTO LONGA;0;0;769.3949999996;0;0;0;0;0;0;0;0;0;1216.6555555554;10753.1875;3952425;1343.1907936507;1818;7164.379999999;1470.3652688172;2193.6708823532;1524.2177777777;1225.4649999999;1212;2799.5260774818;1204.1300000008;0;2251.4772942643
PI-ALTOS;0;1309.5682352942;1249.0299999993;0;0;0;1475.5571428569;1294.4850000003;1270.86;0;977.9900000002;0;2610.0124725282;2801.5014893613;1377.4756709957;1570.9672908864;1249.2607499998;25534.2548387071;1661.0735036496;2547.0570588237;827.1932352941;2280.4508571429;1157.5566346152;3114.144189008;1379.9557831324;4291.4933333347;2528.2906721035
PI-ALVORADA DO GURGUEIA;0;0;0;0;0;0;0;0;0;0;0;0;0;7088.7899999991;0;1599.6599999999;0;0;0;5775.5700000003;1373.8200000003;0;0;2062.9395011877;1073.3574999999;0;1987.717413442
PI-AMARANTE;1371.8730769233;0;0;0;0;0;0;0;0;0;1371.5876923079;0;1304.4763636362;9542.7850000039;1894.4730434786;1338.73515625;0;19887.6153333314;1621.511904762;1840.953846154;1147.5711111111;1431.5258333335;914.8118181819;4547.9893661973;1187.7149999999;0;3264.4145146727
PI-ANGICAL DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;9539.9300000072;0;1320.3158558558;0;6171.6066666668;1209.5149999997;2083.3387499994;1305.2528571429;1523.8599999999;1245.6699999999;2416.1472682926;1715.9525000001;0;2054.8892571428
PI-ANISIO DE ABREU;0;1555.0493749999;0;0;0;0;0;0;0;0;0;0;0;12290.6150000021;1355.5634999999;1368.8973333332;0;0;550.3271428573;2735.9883333333;1355.4066666663;1212;2869.591556604;2070.9357978722;0;0;2220.6130178572
PI-ANTONIO ALMEIDA;2597.900106383;0;0;0;0;0;0;0;0;0;0;0;0;4600.5150000015;0;1998.0904347829;0;0;0;2376.5370000005;2132.8250000007;0;0;2503.45859375;2316.140886076;0;2433.621909091
PI-AROAZES;0;0;0;0;0;0;0;0;0;0;0;0;0;11251.9800000042;0;1281.0335384615;0;0;0;2561.6733333332;1109.153333333;0;0;2512.8165271967;1489.1239999999;0;2205.7059050446
PI-AROEIRAS DO ITAIM;0;1489.3736206899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3382.629999999;0;0;0;2856.7362096777;1715.0500000008;7790.4666666662;2508.4921925136
PI-ARRAIAL;0;0;0;0;0;0;0;0;0;0;0;0;0;10438.9099999964;1191.8000000008;1605.2874285713;0;0;1537.9900000002;1874.8499999996;0;0;0;2216.9158445946;0;0;2189.1830678466
PI-ASSUNCAO DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1235.5566666666;1323.7955555554;0;0;0;10976.1300000039;1212;0;0;1770.5704597701;0;0;1810.0069016698
PI-AVELINO LOPES;0;0;0;0;0;0;0;0;0;0;0;0;1201.9000000004;13945.1049999961;3367.8379999997;1600.4701923076;0;0;1487.0227272727;19000.2766666648;1929.2233333339;1252.4000000004;1469.0899999999;2135.9379949877;1881.8300000003;0;2318.2251498128
PI-BAIXA GRANDE DO RIBEIRO;0;1242.4799999998;853.5211111112;1344.7300000001;1449.8060000002;0;0;0;1433.9266666664;0;0;0;1141.4949999997;7546.4150000028;1463.021511628;1318.0595925926;3924.8881355925;0;1863.8900000002;2139.0081818181;1362.5968;1383.5344444447;1398.9536363635;3993.8020486111;3150.3840767904;0;2978.2610741445
PI-BARRA D ALCANTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1291.0299999993;1384.632413793;0;0;1212;3294.2199999988;1207.5240000002;0;0;2553.7206635073;0;0;2381.6380800002
PI-BARRAS;0;1227.650892857;1026.16875;0;0;0;1223.50125;1285.716;0;1736.0557142858;0;0;1146.5786046511;2014.8156060605;1691.0828571428;1591.9668107302;1596.3806666666;22917.6988888887;1596.2484210525;1681.7504999999;1182.8376744185;1386.1257446808;1143.296111111;2604.9922062663;1485.5624999997;0;2436.3765597993
PI-BARREIRAS DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;9393.8299999982;6670;1158.1349999998;0;0;1200.2300000005;3275.9699999988;4143.0600000024;0;0;2833.9335937499;1522.8352991452;0;2249.4656916995
PI-BARRO DURO;0;0;0;0;0;0;0;0;0;0;0;0;0;8856.9649999999;707.3867826087;1338.1021333333;0;0;1243.7733333328;3398.4524999987;3627.8332653065;956;991.7238888889;2628.3593471809;0;11864.9300000072;2161.2769192751
PI-BATALHA;0;0;0;0;1249.0299999993;0;0;0;0;0;0;0;1636.2000000005;1519.4912698415;1732.2542537314;1376.891213389;1276.4700000007;25018.1900000094;1709.4999999999;2103.8652941178;1207.3681818184;1170.9177777776;869.805142857;2579.310161597;1558.2014285715;12693.2875000015;2289.8578650308
PI-BELA VISTA DO PIAUI;0;0;0;0;1454.4000000004;0;0;0;0;0;0;0;0;0;0;1412.1576190475;1532.7766666673;0;0;3363.3999999985;1260.8150000004;0;0;2413.535369458;0;0;2319.2328085105
PI-BELEM DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1111.1262857144;1777.1459999993;0;0;1536.2552173912;1279.6029411763;0;0;0;2639.8309920635;0;0;2319.5773493976
PI-BENEDITINOS;0;0;1501.9849999999;0;0;0;0;0;0;0;0;0;1219.4675;0;2665.1399999987;1419.7028048781;1040.8460000001;0;835.8533333329;4891.4199999993;1428.3577777779;1212;0;2533.3837677727;1118.7518181818;0;2274.6196021701
PI-BERTOLINIA;0;0;0;0;0;0;0;0;0;0;0;0;1212;50255.3574999906;1569.1400000003;1469.2186046512;0;0;618625;2158.1466666663;1233.9199999999;1204.5200000002;0;3166.8392653062;1422.2385714286;0;3297.1619940476
PI-BETANIA DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3496.7225000006;1795.6645833333;0;0;1379.9766666666;1988.7685714284;744.1933333334;1212;0;2986.0202693602;0;0;2830.1329971181
PI-BOA HORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1265.7867857146;0;0;0;0;986.7849999998;0;0;2308.8206481483;1828.2144444444;0;2213.0206775069
PI-BOCAINA;0;0;0;0;0;0;0;0;0;0;0;0;0;2197.354000001;0;1598.4544444442;1722.0199999996;0;1260.0600000005;3206.8499999987;1348.8300000001;0;0;1626.1470648464;0;0;1652.0984493671
PI-BOM JESUS;0;1143.1947457627;1113.0272727271;1231.2199999997;0;0;1334.5407142856;1234.2569565218;1329.4824999999;1183.0375000001;1458.7924999995;0;1123.5625961538;31682.1154545471;2846.4784297523;1563.2211315547;3766.2506170213;26209.707462683;3550.2807253887;2267.4815425532;1465.2876331361;1776.1759027777;1353.2581218274;3211.9888078817;2336.9299432892;0;2862.9156212222
PI-BOM PRINCIPIO DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;1236;22013.7775000029;1242.9966666667;1151.8722222224;0;0;0;0;1174.2300000001;0;0;1716.6759502263;0;0;2339.3905773197
PI-BONFIM DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1316.1615555556;0;0;0;3108.6433333332;1868.0700000003;1586.6966666669;0;1695.9170370369;0;0;1573.5868807339
PI-BOQUEIRAO DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1345.3023809525;0;0;956.1299999999;1852.9800000005;1216.0800000001;0;0;0;0;0;1404.0206666669
PI-BRASILEIRA;0;0;0;0;0;0;0;0;0;0;0;0;1295.1199999999;0;463.7796;1333.1700000002;1849.9833333331;0;1246.9700000007;2047.1250000006;1734.6214285712;0;0;2565.2150159744;1218.155;0;2346.6741043084
PI-BREJO DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;1413.3600000001;0;0;1353.1216666667;0;0;0;0;873.6500000004;0;0;2695.7372857142;0;0;2494.8803238865
PI-BURITI DOS LOPES;0;1526.3521022727;0;0;0;0;0;1212;0;0;0;0;1392.0447826088;3390.6784375001;4637.2360000015;1394.480984456;0;14418.1375000039;2793.640334262;7755.7700000018;1307.3633333334;1333.2766666667;1213.0156249997;2027.785787879;1732.5482242991;6812.3999999985;2328.5311353979
PI-BURITI DOS MONTES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2730.629999999;1295.0859259258;0;0;1240.1400000006;2305.4166666673;1310.2249999996;0;0;3139.9098119121;0;0;2957.4063202246
PI-CABECEIRAS DO PIAUI;0;1564.6321428571;0;0;0;0;0;0;0;0;0;0;0;18306.7724999972;0;1308.529516129;0;0;1269.0869999996;3287.6500000004;600.5899999999;0;0;1849.0995437263;1248.9299999997;0;1887.1013225807
PI-CAJAZEIRAS DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1593.648333333;0;0;0;3293.5700000003;1249.0299999993;0;0;2178.3022033899;939.3666666672;0;2136.6158102767
PI-CAJUEIRO DA PRAIA;0;0;0;0;0;0;1270;0;0;0;0;0;1255.7160000002;0;3148.8235714287;1431.7842857143;2045.2207142856;1983.7799999993;1820.0586956522;1865.1443478261;1517.6172447014;1507.5399999991;0;2977.2018506492;1879.6640555555;0;2098.5804006163
PI-CALDEIRAO GRANDE DO PIAUI;0;0;0;0;17558.8667999998;0;0;0;0;0;0;0;0;0;0;1483.5299999998;0;0;1124.4700000007;1143.8874999997;0;0;0;2699.7830526315;0;0;3772.2403076922
PI-CAMPINAS DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1384.5649999999;1516.2658333333;0;0;1238.7600000007;1862.2628571428;774.3325;0;0;3013.8333443712;0;0;2830.0787172015
PI-CAMPO ALEGRE DO FIDALGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1683.1202083333;1481.5235714283;0;0;0;2610.9517857142;1394.8666666665;606;0;2579.6783261804;0;0;2322.6132080201
PI-CAMPO GRANDE DO PIAUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1416.8103846153;1788.4850000003;0;0;3782.6266666663;1245.6699999999;0;0;2392.8675172414;0;0;2291.2244478528
PI-CAMPO LARGO DO PIAUI;0;1484.5499999998;0;0;0;0;0;0;0;0;0;0;0;0;0;1498.3130000001;0;1515.0999999996;1825.1084210531;3221.1400000006;1333.1999999993;1956.0711538459;0;1237.25;0;0;1826.1113829787
PI-CAMPO MAIOR;0;1927.8201092896;1554.9133333334;0;0;0;1058.1600000002;1258.1100000002;1250.8766666669;1343.64;1288.5457246376;0;1375.080971223;4081.0794915249;1519.4133928572;1564.3969396195;1840.4716326532;18016.6316091964;1278.9159701493;2508.2733628318;1294.6991034482;1338.9313705584;1236.2971126761;4095.4418045702;871.1560869564;1779.4800000005;2560.121305272
PI-CANAVIEIRA;0;0;0;0;0;0;0;0;0;0;0;0;0;9255.0849999934;0;1148.0314285716;0;0;0;1267.5750000002;1228.835;0;0;2101.9322186495;0;0;2039.0480882353
PI-CANTO DO BURITI;0;618.7347826086;667.395;0;0;0;1418.5716666666;1224.6600000002;0;0;0;0;1238.8978124999;9417.7925000005;2548.5530000001;1325.4774874372;1131.864680851;15735.3309677449;1113.3509803922;1715.8;1430.5874074073;1359.6338888888;1234.7276315788;2125.4971502591;2703.4690181818;1766.0600000005;2128.4379324056
PI-CAPITAO DE CAMPOS;0;0;0;0;0;0;0;0;0;0;0;0;1570.9250000003;9400.6425000001;2493.580000001;1257.2438235295;0;0;1029.9285714286;1541.8254545456;1238.7737499999;1212;1006.7214285714;2831.1380206184;0;13783.049999997;2529.5367343749
PI-CAPITAO GERVASIO OLIVEIRA;3783.0366244726;0;0;0;0;0;0;0;0;0;0;0;0;0;1674.0999999996;1438.7222222222;0;0;1360.4873529411;9799.870000001;1249.0299999993;0;0;3090.048636364;0;0;3238.6049790796
