Município;Analfabeto;Até 5 Incompleto;5 Completo Fundamental;6 a 9 Fundamental;Fundamental Completo;Médio Incompleto;Médio Completo;Superior Incompleto;Superior Completo;Mestrado;Doutorado;Total
ES-PONTO BELO;5;29;27;45;67;40;487;17;157;0;0;874
ES-PRESIDENTE KENNEDY;22;152;162;63;128;117;807;63;553;26;1;2094
ES-RIO BANANAL;23;97;90;112;208;147;1473;90;464;2;0;2706
ES-RIO NOVO DO SUL;4;34;77;127;187;113;869;50;274;0;0;1735
ES-SANTA LEOPOLDINA;9;52;33;58;147;113;661;29;203;0;0;1305
ES-SANTA MARIA DE JETIBA;42;221;185;778;1509;787;4171;203;1351;73;15;9335
ES-SANTA TERESA;21;131;117;251;572;337;2381;139;1052;60;34;5095
ES-SAO DOMINGOS DO NORTE;10;37;28;109;89;81;772;81;264;0;0;1471
ES-SAO GABRIEL DA PALHA;20;145;140;597;496;646;4110;209;870;2;2;7237
ES-SAO JOSE DO CALCADO;10;65;82;65;98;26;539;15;187;1;0;1088
ES-SAO MATEUS;136;531;421;1258;1675;2022;13768;1113;3636;291;80;24931
ES-SAO ROQUE DO CANAA;20;155;89;239;206;199;813;59;423;0;5;2208
ES-SERRA;334;2516;2267;7021;12645;11121;93037;5137;19689;411;136;154314
ES-SOORETAMA;48;328;214;391;417;586;2235;158;1009;1;0;5387
ES-VARGEM ALTA;24;149;171;326;544;349;1680;133;577;3;0;3956
ES-VENDA NOVA DO IMIGRANTE;28;247;197;442;440;520;2531;296;1249;78;35;6063
ES-VIANA;62;409;345;1183;1517;1565;10583;604;2133;243;520;19164
ES-VILA PAVAO;6;45;27;44;79;29;513;23;192;7;1;966
ES-VILA VALERIO;15;130;78;169;253;180;960;67;425;0;0;2277
ES-VILA VELHA;221;1269;1071;4269;8188;8297;68750;5224;15643;837;5128;118897
ES-VITORIA;273;2698;1448;5385;10047;8815;97796;11992;80530;4023;1278;224285
RJ-ANGRA DOS REIS;93;1054;911;2781;4428;3333;22747;827;6122;106;37;42439
RJ-APERIBE;0;34;82;92;268;71;1162;15;426;0;1;2151
RJ-ARARUAMA;85;624;660;1087;1857;1471;15898;1064;4454;44;30;27274
RJ-AREAL;15;109;124;258;273;182;1398;91;505;3;32;2990
RJ-ARMACAO DOS BUZIOS;13;161;188;651;1471;857;8776;335;2457;12;1;14922
RJ-ARRAIAL DO CABO;14;151;139;290;674;443;4247;195;1730;0;0;7883
RJ-BARRA DO PIRAI;50;367;328;1147;1765;1424;9933;445;2512;150;34;18155
RJ-BARRA MANSA;42;490;497;1635;2845;2803;18260;975;6320;162;43;34072
RJ-BELFORD ROXO;41;261;340;962;2005;1352;20713;739;6276;61;20;32770
RJ-BOM JARDIM;42;240;273;583;933;449;2225;116;707;1;0;5569
RJ-BOM JESUS DO ITABAPOANA;20;76;87;179;548;386;3701;150;1171;49;12;6379
RJ-CABO FRIO;94;980;820;1907;4110;2658;24846;1474;5911;192;48;43040
RJ-CACHOEIRAS DE MACACU;32;188;199;387;838;573;4472;185;1207;3;0;8084
RJ-CAMBUCI;83;38;39;71;119;84;1129;20;285;3;0;1871
RJ-CARAPEBUS;15;61;74;79;243;135;1497;41;504;4;7;2660
RJ-COMENDADOR LEVY GASPARIAN;10;72;129;214;315;282;1285;52;322;0;0;2681
RJ-CAMPOS DOS GOYTACAZES;254;1788;1901;3364;7230;4771;51224;3032;18199;922;428;93113
RJ-CANTAGALO;16;199;151;301;407;269;1927;99;729;6;3;4107
RJ-CARDOSO MOREIRA;6;129;91;103;141;88;1024;51;379;1;3;2016
RJ-CARMO;20;199;91;117;494;156;2011;110;832;7;8;4045
RJ-CASIMIRO DE ABREU;21;169;143;398;721;574;4402;249;1295;9;26;8007
RJ-CONCEICAO DE MACABU;26;83;81;88;225;124;1606;49;525;1;0;2808
RJ-CORDEIRO;8;55;87;142;349;175;2850;68;604;6;2;4346
RJ-DUAS BARRAS;10;115;104;140;194;67;520;23;264;5;0;1442
RJ-DUQUE DE CAXIAS;316;2103;2661;7978;16071;9991;94616;5368;20966;3081;279;163430
RJ-ENGENHEIRO PAULO DE FRONTIN;5;61;83;115;283;121;1384;31;377;0;0;2460
RJ-GUAPIMIRIM;16;167;129;492;674;536;5260;260;2026;2;0;9562
RJ-IGUABA GRANDE;7;30;27;99;369;159;1668;78;769;49;2;3257
RJ-ITABORAI;77;617;748;1797;2371;2046;17566;1122;5905;36;1;32286
RJ-ITAGUAI;31;321;334;1372;2375;1475;18204;1081;4964;50;19;30226
RJ-ITALVA;18;72;48;100;393;148;1208;20;283;0;0;2290
RJ-ITAOCARA;12;73;107;96;426;227;2162;54;658;1;0;3816
RJ-ITAPERUNA;68;406;377;949;2396;1775;16684;658;4211;73;59;27656
RJ-ITATIAIA;10;144;258;335;664;529;5677;400;3027;28;7;11079
RJ-JAPERI;14;134;111;511;651;439;4657;209;1883;61;15;8685
RJ-LAJE DO MURIAE;11;85;48;89;161;55;608;34;286;0;0;1377
RJ-MACAE;403;780;786;1807;5913;3750;88468;3513;29302;635;182;135539
RJ-MACUCO;5;45;44;75;146;96;1128;21;156;0;1;1717
RJ-MAGE;180;472;525;1693;2925;1560;17310;620;5292;20;30;30627
RJ-MANGARATIBA;23;406;358;637;935;764;5485;428;1869;69;7;10981
RJ-MARICA;59;951;404;1374;2337;1930;17097;1031;6455;367;119;32124
RJ-MENDES;2;48;45;84;229;133;1505;143;610;11;0;2810
RJ-MESQUITA;21;267;302;775;1645;1258;11028;416;2905;54;3;18674
RJ-MIGUEL PEREIRA;8;107;149;221;513;255;2865;117;799;28;3;5065
RJ-MIRACEMA;14;66;67;176;570;174;2566;77;661;1;1;4373
RJ-NATIVIDADE;32;67;47;48;197;73;1355;26;775;0;0;2620
RJ-NILOPOLIS;15;164;192;558;1164;2207;10259;438;2734;24;196;17951
RJ-NITEROI;335;2938;4151;7635;14424;10982;97145;11120;36570;1919;1837;189056
RJ-NOVA FRIBURGO;80;1731;1599;4405;6254;4860;25197;1942;8117;164;54;54403
RJ-NOVA IGUACU;497;1128;1280;3983;8441;5556;60445;3673;17558;324;77;102962
RJ-PARACAMBI;8;125;117;277;528;289;4926;145;875;1;0;7291
RJ-PARAIBA DO SUL;138;220;208;493;940;1015;6070;272;1635;1;2;10994
RJ-PARATY;18;248;209;680;817;848;5425;249;1560;112;21;10187
RJ-PATY DO ALFERES;13;117;142;211;508;286;2265;80;777;7;1;4407
RJ-PETROPOLIS;142;1884;2219;4566;7558;5194;33886;3738;11501;1399;301;72388
RJ-PINHEIRAL;5;60;76;234;380;277;2346;147;822;3;0;4350
RJ-PIRAI;19;261;235;431;633;573;5597;288;1455;15;3;9510
RJ-PORCIUNCULA;13;81;83;137;177;134;1194;31;443;2;1;2296
RJ-PORTO REAL;11;83;119;256;548;444;4445;301;1895;12;2;8116
RJ-QUATIS;2;56;48;97;227;176;1076;84;569;21;0;2356
RJ-QUEIMADOS;67;262;292;850;1467;1104;11159;587;2999;84;7;18878
RJ-QUISSAMA;8;138;165;177;354;140;2149;69;680;2;2;3884
RJ-RESENDE;50;492;494;1334;2569;2078;24771;1797;8880;272;69;42806
RJ-RIO BONITO;58;414;438;1026;1361;1116;8409;412;1623;221;2;15080
RJ-RIO CLARO;5;123;57;122;360;96;1042;28;644;5;0;2482
RJ-RIO DAS FLORES;7;152;97;252;321;308;1312;37;523;6;0;3015
RJ-RIO DAS OSTRAS;44;349;300;703;1539;1237;21879;1152;6934;83;16;34236
RJ-RIO DE JANEIRO;3976;40831;36059;76046;175797;104533;1123177;124392;600234;40875;13373;2339294
RJ-SANTA MARIA MADALENA;44;120;172;128;169;69;676;13;283;0;62;1736
RJ-SANTO ANTONIO DE PADUA;10;209;198;379;720;459;5684;127;1334;13;3;9136
RJ-SAO FRANCISCO DE ITABAPOANA;58;319;134;113;196;139;1412;46;134;0;0;2551
RJ-SAO FIDELIS;25;105;145;246;403;448;3992;77;881;3;0;6325
RJ-SAO GONCALO;177;1927;2054;5164;9256;6937;66600;4984;17498;2404;287;117289
RJ-SAO JOAO DA BARRA;87;576;329;693;1744;632;7981;462;3865;83;12;16464
RJ-SAO JOAO DE MERITI;79;787;940;2460;5832;3207;39676;1489;6245;61;31;60807
RJ-SAO JOSE DE UBA;5;41;42;39;114;31;622;24;383;0;0;1301
RJ-SAO JOSE DO VALE DO RIO PRETO;25;192;179;207;759;329;1923;89;601;31;1;4336
RJ-SAO PEDRO DA ALDEIA;51;292;236;788;1859;1767;10343;1562;3078;16;4;19996
RJ-SAO SEBASTIAO DO ALTO;8;52;46;40;120;33;733;12;289;0;0;1333
RJ-SAPUCAIA;18;99;244;303;727;372;2169;87;607;2;3;4631
RJ-SAQUAREMA;28;221;191;597;1325;822;10693;551;2992;27;6;17453
RJ-SEROPEDICA;21;189;179;490;902;622;8754;353;3691;392;546;16139
RJ-SILVA JARDIM;87;483;228;279;444;364;1765;95;765;2;1;4513
RJ-SUMIDOURO;11;109;101;151;310;143;1063;32;366;1;0;2287
RJ-TANGUA;15;293;168;289;374;316;2573;130;1062;38;4;5262
RJ-TERESOPOLIS;120;1133;1162;2527;4197;3132;18114;1375;6966;282;143;39151
RJ-TRAJANO DE MORAES;8;96;95;107;368;45;566;16;239;2;1;1543
RJ-TRES RIOS;39;491;542;1408;2219;2008;11648;835;3736;49;22;22997
RJ-VALENCA;28;249;269;704;1055;695;6624;342;2680;148;64;12858
RJ-VARRE-SAI;9;16;19;102;114;36;590;30;269;0;0;1185
RJ-VASSOURAS;56;204;180;485;673;512;4409;260;2091;268;137;9275
RJ-VOLTA REDONDA;64;892;1154;4237;4686;5153;48310;2989;13522;754;250;82011
SP-ADAMANTINA;10;98;268;340;1014;476;6582;367;1844;99;95;11193
SP-ADOLFO;4;51;63;48;199;56;431;7;143;0;0;1002
SP-AGUAI;23;216;204;358;763;702;4726;231;980;3;0;8206
SP-AGUAS DA PRATA;5;43;42;49;109;119;599;21;244;1;1;1233
SP-AGUAS DE LINDOIA;11;112;242;276;528;320;3292;105;742;3;0;5631
SP-AGUAS DE SANTA BARBARA;17;67;73;160;200;115;950;42;255;0;0;1879
SP-AGUAS DE SAO PEDRO;2;30;28;71;94;70;693;28;242;17;4;1279
SP-AGUDOS;40;127;133;442;834;752;6491;334;1563;39;27;10782
SP-ALAMBARI;1;20;31;52;103;61;629;17;132;9;1;1056
SP-ALFREDO MARCONDES;4;4;28;30;127;18;863;5;119;0;0;1198
SP-ALTAIR;5;34;72;77;117;52;348;4;114;1;1;825
SP-ALTINOPOLIS;10;214;196;239;544;198;1713;61;564;10;2;3751
SP-ALTO ALEGRE;1;25;18;18;73;17;262;4;85;0;0;503
SP-ALUMINIO;12;9;43;145;231;183;5762;212;1115;11;3;7726
SP-ALVARES FLORENCE;3;24;21;24;70;27;250;3;123;1;0;546
SP-ALVARES MACHADO;19;105;102;244;260;230;2035;96;664;3;1;3759
SP-ALVARO DE CARVALHO;0;16;26;21;43;11;191;5;83;0;0;396
SP-ALVINLANDIA;1;17;18;19;31;22;152;17;80;0;0;357
SP-AMERICANA;99;1069;1216;2237;5563;4252;48252;3174;12242;229;75;78408
SP-AMERICO BRASILIENSE;149;428;425;577;1607;651;5981;166;1365;9;4;11362
SP-AMERICO DE CAMPOS;0;23;20;29;59;15;322;10;152;0;0;630
SP-AMPARO;92;880;867;1288;2250;1825;13795;1024;4502;46;15;26584
SP-ANALANDIA;11;62;61;60;203;57;587;17;146;2;2;1208
SP-ANDRADINA;88;443;451;927;1399;1127;10433;444;2521;59;33;17925
SP-ANGATUBA;20;332;520;353;494;365;3020;98;612;1;3;5818
SP-ANHEMBI;8;35;52;66;92;151;554;8;162;0;0;1128
SP-ANHUMAS;2;8;21;38;58;25;261;27;143;2;0;585
SP-APARECIDA;28;142;146;342;1145;617;6798;245;1589;18;1;11071
SP-APARECIDA D OESTE;1;10;12;65;39;39;424;12;141;0;0;743
SP-APIAI;13;123;115;384;431;148;3956;65;545;2;0;5782
SP-ARACARIGUAMA;16;122;120;396;863;718;7801;434;1477;23;47;12017
SP-ARACATUBA;58;431;540;1276;4480;2621;34582;2304;9800;311;110;56513
SP-ARACOIABA DA SERRA;12;114;161;191;519;331;4298;197;1310;3;1;7137
SP-ARAMINA;1;4;14;20;109;35;418;15;125;1;4;746
SP-ARANDU;19;131;125;122;227;102;565;20;170;3;2;1486
SP-ARAPEI;2;31;38;25;33;9;141;7;88;3;0;377
SP-ARARAQUARA;120;911;1095;4189;8670;4257;44684;3413;13227;423;870;81860
SP-ARARAS;143;1283;1442;1652;3043;1875;21222;1529;6796;252;165;39402
SP-ARCO-IRIS;2;8;12;15;33;15;176;2;77;0;0;340
SP-AREALVA;4;37;52;55;394;65;802;12;168;0;1;1590
SP-AREIAS;0;23;49;57;107;42;348;6;100;0;0;732
SP-AREIOPOLIS;2;41;33;55;157;86;964;19;244;0;0;1601
SP-ARIRANHA;8;102;139;124;170;123;1160;55;410;1;0;2292
SP-ARTUR NOGUEIRA;31;235;351;563;1057;868;5996;379;1526;8;3;11017
SP-ARUJA;45;416;285;757;1634;1543;19736;1031;4321;121;22;29911
SP-ASPASIA;0;11;3;17;24;14;86;5;67;0;0;227
SP-ASSIS;24;178;169;538;1035;1051;15428;956;4989;195;73;24636
SP-ATIBAIA;96;677;1062;1271;3301;2881;27622;1846;8019;92;25;46892
SP-AURIFLAMA;4;30;53;78;192;217;1736;48;365;7;2;2732
SP-AVAI;6;68;45;203;138;47;591;9;86;0;0;1193
SP-AVANHANDAVA;7;90;150;209;254;177;847;53;279;0;0;2066
SP-AVARE;40;490;870;905;2064;1816;13585;623;3000;116;110;23619
SP-BADY BASSITT;7;54;71;128;470;228;3677;201;739;1;0;5576
SP-BALBINOS;0;0;27;13;38;11;156;1;54;0;0;300
SP-BALSAMO;5;40;39;52;149;158;1137;56;307;4;0;1947
SP-BANANAL;10;71;107;91;306;120;778;29;288;1;0;1801
SP-BARAO DE ANTONINA;3;7;8;10;67;40;486;6;81;0;0;708
SP-BARBOSA;3;16;34;39;76;44;524;15;142;0;0;893
SP-BARIRI;80;864;664;726;1506;839;4723;173;1137;5;3;10720
SP-BARRA BONITA;36;352;359;596;1050;688;6958;311;1506;138;13;12007
SP-BARRA DO CHAPEU;1;15;26;36;76;13;256;1;82;0;0;506
SP-BARRA DO TURVO;3;11;9;22;156;31;447;7;152;2;0;840
SP-BARRETOS;100;642;738;1158;2304;1885;22432;1239;6873;180;110;37661
SP-BARRINHA;7;67;73;200;783;280;3077;101;628;2;1;5219
SP-BARUERI;587;3559;2322;8506;16084;13040;190332;25470;105517;1530;492;367439
SP-BASTOS;17;190;251;506;570;574;3898;109;827;29;0;6971
SP-BATATAIS;99;477;419;1222;1658;1264;7851;528;2702;506;127;16853
SP-BAURU;169;1328;1296;3509;8856;9343;85676;5249;23690;749;648;140514
SP-BEBEDOURO;81;3701;1553;884;2273;1067;13847;1040;4812;234;79;29571
SP-BENTO DE ABREU;3;35;38;95;125;54;498;17;125;0;0;990
SP-BERNARDINO DE CAMPOS;4;47;99;123;206;150;2041;74;575;0;0;3319
SP-BERTIOGA;68;319;226;658;1050;980;10201;398;1249;744;35;15928
SP-BILAC;4;20;20;26;72;83;1373;43;231;0;0;1872
SP-BIRIGUI;26;432;394;1244;3628;2270;18732;1331;4909;45;11;33022
SP-BIRITIBA-MIRIM;21;126;79;264;352;330;2570;53;430;2;0;4227
SP-BOA ESPERANCA DO SUL;11;125;238;184;683;220;1237;28;339;1;2;3068
SP-BOCAINA;35;194;283;402;427;270;1616;62;387;0;1;3677
SP-BOFETE;19;81;66;128;171;118;960;28;240;3;27;1841
SP-BOITUVA;75;409;310;886;1214;1600;13743;679;4109;36;14;23075
SP-BOM JESUS DOS PERDOES;15;149;70;232;479;403;3797;150;898;5;7;6205
SP-BOM SUCESSO DE ITARARE;1;37;159;45;86;23;238;14;121;0;0;724
SP-BORA;9;71;69;82;67;76;573;39;104;0;0;1090
SP-BORACEIA;2;31;115;48;217;113;1026;38;200;0;1;1791
SP-BORBOREMA;2;41;52;72;392;180;1948;44;349;0;0;3080
SP-BOREBI;1;53;69;68;168;62;239;3;80;0;22;765
SP-BOTUCATU;106;325;526;789;2407;2138;27093;1479;8752;189;657;44461
SP-BRAGANCA PAULISTA;185;880;661;1435;3306;2740;31198;1819;7629;292;199;50344
SP-BRAUNA;0;19;15;20;65;21;248;5;106;0;0;499
SP-BREJO ALEGRE;1;38;31;48;41;16;161;14;79;0;0;429
SP-BRODOWSKI;8;85;66;158;420;372;3941;129;869;20;8;6076
SP-BROTAS;44;278;310;448;816;516;4230;176;862;6;4;7690
SP-BURI;27;181;679;394;979;403;2548;47;499;1;1;5759
SP-BURITAMA;16;77;62;111;308;186;1656;75;444;1;1;2937
SP-BURITIZAL;12;93;65;206;176;123;820;59;248;0;0;1802
SP-CABRALIA PAULISTA;4;46;60;59;78;53;551;3;91;1;0;946
SP-CABREUVA;51;476;294;807;1494;1239;10626;418;2464;57;9;17935
SP-CACAPAVA;33;215;292;625;1818;837;14912;775;3635;173;23;23338
SP-CACHOEIRA PAULISTA;17;128;78;171;267;176;3046;183;1360;38;9;5473
SP-CACONDE;7;46;198;109;255;82;1277;52;364;0;0;2390
SP-CAFELANDIA;5;317;111;245;476;258;2440;77;437;0;0;4366
SP-CAIABU;0;8;12;33;25;15;187;3;124;0;0;407
SP-CAIEIRAS;43;354;370;880;1527;1267;15234;653;2901;618;2;23849
SP-CAIUA;2;11;17;23;41;34;295;6;142;0;0;571
SP-CAJAMAR;103;467;523;1135;2216;2044;34706;2176;8468;151;231;52220
SP-CAJATI;38;292;182;388;705;512;4282;126;943;2;0;7470
SP-CAJOBI;11;56;88;63;170;63;897;33;232;1;0;1614
SP-CAJURU;25;192;440;353;526;297;2983;132;827;1;0;5776
SP-CAMPINA DO MONTE ALEGRE;2;27;15;32;76;57;468;12;156;0;0;845
SP-CAMPINAS;1017;4299;4281;10403;27480;19964;229727;20159;104544;7791;4142;433812
SP-CAMPO LIMPO PAULISTA;19;172;180;388;1011;658;7677;407;2756;57;32;13357
SP-CAMPOS DO JORDAO;52;177;194;601;1271;1615;8235;316;1767;23;6;14257
SP-CAMPOS NOVOS PAULISTA;6;24;38;37;132;64;403;12;152;5;0;873
SP-CANANEIA;2;91;65;71;111;64;976;23;309;26;3;1741
SP-CANAS;5;20;32;60;96;75;649;23;177;2;1;1140
SP-CANDIDO MOTA;2;89;108;184;329;320;4500;191;1259;9;9;7000
SP-CANDIDO RODRIGUES;2;26;37;15;64;23;450;7;135;0;0;759
SP-CANITAR;1;14;14;30;63;25;255;11;125;0;0;538
SP-CAPAO BONITO;37;201;250;424;723;471;6092;115;1099;5;1;9418
SP-CAPELA DO ALTO;43;782;579;224;410;303;2058;52;481;0;1;4933
SP-CAPIVARI;49;318;538;613;2061;1054;8486;412;2433;26;7;15997
SP-CARAGUATATUBA;79;587;332;822;1425;1335;19204;783;4920;434;56;29977
SP-CARAPICUIBA;89;511;495;1408;3007;2431;24191;1289;6259;50;47;39777
SP-CARDOSO;0;42;44;93;95;78;867;19;276;0;0;1514
SP-CASA BRANCA;40;212;305;406;750;477;4008;185;1053;17;4;7457
SP-CASSIA DOS COQUEIROS;5;33;46;52;30;19;260;10;63;0;1;519
SP-CASTILHO;14;332;55;129;678;223;2327;53;568;4;0;4383
SP-CATANDUVA;69;850;628;1594;3066;2020;26498;1250;7313;99;76;43463
SP-CATIGUA;4;24;25;22;121;48;370;17;138;0;0;769
SP-CEDRAL;11;53;44;113;319;199;3266;215;899;3;0;5122
SP-CERQUEIRA CESAR;24;159;135;432;337;342;2937;70;613;5;2;5056
SP-CERQUILHO;44;339;341;726;1125;1045;7785;386;1948;26;7;13772
SP-CESARIO LANGE;10;84;74;124;485;322;5412;212;1094;2;0;7819
SP-CHARQUEADA;7;108;55;88;317;169;1476;79;471;1;3;2774
SP-CLEMENTINA;2;25;46;59;107;71;635;39;320;0;0;1304
SP-COLINA;20;180;239;347;1382;372;4101;106;946;10;1;7704
SP-COLOMBIA;44;558;1119;287;366;143;1189;40;260;24;0;4030
SP-CONCHAL;47;157;168;347;515;629;3725;113;835;12;1;6549
SP-CONCHAS;5;39;43;94;168;138;2719;35;416;1;0;3658
SP-CORDEIROPOLIS;35;264;217;711;1463;885;6088;389;1610;7;49;11718
SP-COROADOS;1;24;33;44;158;88;696;16;181;1;1;1243
SP-CORONEL MACEDO;3;19;22;31;80;85;524;9;116;1;0;890
SP-CORUMBATAI;8;69;44;58;229;89;608;16;151;0;0;1272
SP-COSMOPOLIS;42;183;289;410;699;516;6687;326;1786;16;82;11036
SP-COSMORAMA;6;31;130;228;223;294;1492;30;244;0;1;2679
SP-COTIA;442;1374;1298;2832;4486;4772;51936;3737;14899;1066;101;86943
SP-CRAVINHOS;19;143;160;283;750;678;7395;498;2221;46;20;12213
SP-CRISTAIS PAULISTA;10;94;159;127;277;153;741;45;265;0;3;1874
SP-CRUZALIA;0;16;1;3;26;12;227;13;120;3;0;421
SP-CRUZEIRO;18;187;202;250;753;499;12612;816;3668;71;28;19104
SP-CUBATAO;76;527;471;1550;2039;1566;16641;930;6376;78;35;30289
SP-CUNHA;13;141;165;178;299;132;1249;44;386;2;0;2609
SP-DESCALVADO;39;296;467;586;2238;722;5048;323;1610;27;34;11390
SP-DIADEMA;179;1251;1252;3036;5951;5057;61277;3278;15536;112;43;96972
SP-DIRCE REIS;0;9;26;21;25;14;134;8;97;1;0;335
SP-DIVINOLANDIA;0;24;53;87;188;93;1779;30;466;1;0;2721
SP-DOBRADA;3;20;25;26;75;36;487;16;167;1;0;856
SP-DOIS CORREGOS;19;219;113;203;721;529;2848;89;843;3;1;5588
SP-DOLCINOPOLIS;0;7;17;19;18;19;145;7;64;0;0;296
SP-DOURADO;7;41;136;158;507;131;1889;82;386;7;0;3344
SP-DRACENA;15;115;143;348;703;660;8144;299;2069;76;38;12610
SP-DUARTINA;6;96;75;111;264;162;1430;70;336;0;0;2550
SP-DUMONT;12;62;76;86;179;198;1496;34;307;4;1;2455
SP-ECHAPORA;1;18;25;26;62;59;742;26;182;0;0;1141
SP-ELDORADO;17;110;144;165;459;191;1204;40;269;6;0;2605
SP-ELIAS FAUSTO;24;213;328;373;618;419;3370;115;633;5;0;6098
SP-ELISIARIO;5;30;59;87;81;27;297;6;66;0;0;658
SP-EMBAUBA;1;14;16;15;67;14;162;5;70;0;0;364
SP-EMBU DAS ARTES;149;505;553;1287;3590;2768;31263;1811;7717;65;735;50443
SP-EMBU-GUACU;32;132;127;238;571;390;5541;306;1263;239;1;8840
SP-EMILIANOPOLIS;0;14;13;13;26;21;171;8;98;0;0;364
SP-ENGENHEIRO COELHO;12;96;111;136;349;213;2497;259;964;123;138;4898
SP-ESPIRITO SANTO DO PINHAL;44;284;446;494;1681;843;7907;369;1820;131;54;14073
SP-ESPIRITO SANTO DO TURVO;2;26;53;32;71;38;304;9;123;0;1;659
SP-ESTRELA D OESTE;16;195;136;326;421;333;2089;112;500;7;0;4135
SP-ESTRELA DO NORTE;0;13;11;17;171;10;147;0;83;0;0;452
SP-EUCLIDES DA CUNHA PAULISTA;0;7;30;15;63;26;452;17;144;0;0;754
SP-FARTURA;10;72;69;145;303;175;2647;67;490;2;0;3980
SP-FERNANDOPOLIS;35;396;323;609;1237;1109;10457;649;3490;208;70;18583
SP-FERNANDO PRESTES;8;36;85;68;152;65;1054;16;188;0;2;1674
SP-FERNAO;3;9;17;15;61;8;181;11;52;0;0;357
SP-FERRAZ DE VASCONCELOS;32;281;211;925;1216;1278;14262;551;2332;901;2;21991
SP-FLORA RICA;1;5;6;14;24;9;142;0;68;0;0;269
SP-FLOREAL;1;5;16;18;29;19;280;9;83;0;0;460
SP-FLORIDA PAULISTA;2;14;21;26;173;97;1203;25;186;0;0;1747
SP-FLORINIA;0;26;21;43;78;29;272;6;101;0;0;576
SP-FRANCA;107;794;1207;2616;6889;6015;59624;3968;14720;367;216;96523
SP-FRANCISCO MORATO;18;101;118;344;612;587;6178;351;2291;14;34;10648
SP-FRANCO DA ROCHA;46;186;168;458;877;777;12015;488;3479;25;4;18523
SP-GABRIEL MONTEIRO;1;27;14;41;105;105;548;13;107;0;0;961
SP-GALIA;3;48;62;75;177;79;792;47;186;1;0;1470
SP-GARCA;27;164;197;267;780;477;7134;358;1722;33;13;11172
SP-GASTAO VIDIGAL;0;4;4;23;47;24;195;9;80;0;0;386
SP-GAVIAO PEIXOTO;2;50;155;112;173;125;1804;170;1156;18;4;3769
SP-GENERAL SALGADO;6;105;40;174;139;159;1419;52;302;0;0;2396
SP-GETULINA;6;42;97;100;395;63;640;7;148;1;0;1499
SP-GLICERIO;3;27;43;54;127;63;393;8;134;0;0;852
SP-GUAICARA;14;130;120;136;185;155;1107;52;340;3;1;2243
SP-GUAIMBE;1;24;12;24;80;80;392;6;112;0;0;731
SP-GUAIRA;81;732;656;2113;1916;1259;8494;331;1759;4;2;17347
SP-GUAPIACU;35;149;190;413;748;585;2988;83;912;7;2;6112
SP-GUAPIARA;11;90;84;126;263;98;1304;30;298;1;0;2305
SP-GUARA;4;122;135;140;290;198;1689;99;648;1;0;3326
SP-GUARACAI;6;41;49;61;111;66;654;44;180;1;0;1213
SP-GUARACI;8;130;150;112;323;95;1350;47;509;3;0;2727
SP-GUARANI D OESTE;0;7;20;13;27;15;218;7;74;0;0;381
SP-GUARANTA;5;37;68;112;112;107;678;6;104;0;0;1229
SP-GUARARAPES;16;113;356;335;788;607;3448;167;1094;0;1;6925
SP-GUARAREMA;27;121;73;309;506;525;5693;187;1506;7;0;8954
SP-GUARATINGUETA;56;423;485;788;2408;2011;18884;900;5787;58;19;31819
SP-GUAREI;16;58;408;96;91;128;1793;10;245;2;0;2847
SP-GUARIBA;32;243;197;331;782;300;5442;217;1367;14;5;8930
SP-GUARUJA;227;804;969;2201;3946;3292;30570;1540;7803;1232;92;52676
SP-GUARULHOS;726;4577;4310;9801;21891;19298;243240;13802;57334;894;485;376358
SP-GUATAPARA;7;29;19;46;167;59;1010;26;264;4;3;1634
SP-GUZOLANDIA;0;24;23;35;89;25;377;5;87;1;0;666
SP-HERCULANDIA;4;47;46;75;111;72;978;16;223;2;0;1574
SP-HOLAMBRA;82;354;610;1546;2809;1140;5748;327;1475;24;10;14125
SP-HORTOLANDIA;98;552;481;1141;2838;1943;29336;3369;14157;735;116;54766
SP-IACANGA;12;142;99;165;299;170;1795;53;300;1;1;3037
SP-IACRI;2;28;19;78;112;59;596;17;133;0;0;1044
SP-IARAS;1;48;62;106;172;116;983;32;333;2;0;1855
SP-IBATE;17;221;233;288;1748;357;3357;107;860;4;9;7201
SP-IBIRA;4;53;69;99;157;127;1583;24;281;1;0;2398
SP-IBIRAREMA;0;23;40;28;65;34;687;21;148;1;0;1047
SP-IBITINGA;27;230;335;1026;1482;2439;9557;341;1429;15;4;16885
SP-IBIUNA;122;381;950;1087;1864;1131;9273;328;2055;107;2;17300
SP-ICEM;9;33;63;101;143;75;687;14;169;0;0;1294
SP-IEPE;1;17;24;38;84;54;758;31;221;1;0;1229
SP-IGARACU DO TIETE;7;61;27;108;242;93;1581;36;430;0;0;2585
SP-IGARAPAVA;21;189;174;407;698;384;3630;132;780;3;0;6418
SP-IGARATA;9;40;22;31;163;86;1115;37;239;0;0;1742
SP-IGUAPE;10;21;65;84;202;123;2036;51;609;14;0;3215
SP-ILHABELA;76;186;143;400;542;868;5938;584;1607;111;9;10464
SP-ILHA COMPRIDA;3;10;11;31;103;70;1095;19;439;4;1;1786
SP-ILHA SOLTEIRA;6;32;30;192;331;251;3355;98;1097;14;6;5412
SP-INDAIATUBA;193;1184;844;2213;5373;4412;57125;3758;17533;324;175;93134
SP-INDIANA;2;6;21;8;80;42;494;9;126;0;0;788
